# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-338 b,Confirmed,0.0963,0.0664,0.0761,,,,0.23,0.012,0.012,13.72699,0.00047,0.00047,0.117,,,0.04,0.04,0.27,,,,,2014,2015-12-18,,,,,,,,,,,,,,,,,,,0.14,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-338,282.9789429,40.784348,,,11.098,10.841,10.756,,,,-0.106,,,1.1,,,1.74,0.08,0.08,,,,,5923.0,77.0,77.0,,,
Kepler-338 e,Confirmed,0.027,0.02,0.023,,,,0.1416,0.0074,0.0074,9.34149,0.0004,0.0004,,,,0.05,0.05,0.23,,,,,2014,2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,,,,,Kepler-338,282.9789429,40.784348,,,11.098,10.841,10.756,,,,-0.106,,,1.1,,,1.74,0.08,0.08,,,,,5923.0,77.0,77.0,,,
Kepler-34 (AB)  b,Confirmed,0.219928892804,0.00997388541043954,0.0109807129597584,,,,0.763673411854,0.0133821275441655,0.0133821275441655,288.822,0.081,0.081,1.0896,0.0009,0.0009,0.182,0.02,0.02,90.355,0.018,0.018,0.000727,2012,2016-02-23,,,,,,,,,,2454969.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-34 (AB),296.4375,44.6416667,15.0,,,,,1499.0,33.0,33.0,-0.07,0.15,0.15,2.0687,0.0033,0.0033,1.1,0.0,0.0,G,,,,5913.0,130.0,130.0,,,
Kepler-35 (AB) b,Confirmed,0.126797344492,0.0199792341817953,0.0199792341817953,,,,0.727987738403,0.0133821275441655,0.0133821275441655,131.458,0.105,0.105,0.60347,0.00103,0.00103,0.042,0.004,0.004,90.76,0.09,0.09,0.000367,2012,2016-02-23,,,,,,,,,,2454965.85,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-35 (AB),294.4958333,46.69,16.0,,,,,1645.0,43.0,43.0,-0.34,0.2,0.2,1.6971,0.007,0.007,1.0,0.0,0.0,G,,,,5606.0,150.0,150.0,,,
Kepler-350 c,Confirmed,0.0176,0.054,0.004,,,,0.277,0.125,0.125,17.849,,,,,,,,,,,,,2013,2013-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-350,285.4208,39.7061,13.8,,,,,,,,-0.308,,,1.03,1.73,0.69,1.33,0.49,0.49,,,,,6215.0,,,,,
Kepler-350 d,Confirmed,0.048,0.128,0.014,,,,0.25,0.092,0.092,26.136,,,,,,,,,,,,,2013,2013-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-350,285.4208,39.7061,13.8,,,,,,,,-0.308,,,1.03,1.73,0.69,1.33,0.49,0.49,,,,,6215.0,,,,,
Kepler-36 b,Confirmed,0.014032658968631,0.000943900827486392,0.000943900827486392,,,,0.132036991769099,0.0026764255088331,0.0026764255088331,13.83989,0.006,0.0082,0.1153,0.0015,0.0015,,,,,,,,2012,2013-11-05,,,,,,,,,,2454960.9753,0.0058,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-36,291.25,49.2319444,12.0,,,,,,,,,,,1.113,0.035,0.035,1.66,0.019,0.019,,6.923,0.372,0.372,5900.0,41.0,41.0,,,
Kepler-36 c,Confirmed,0.0254149,0.001457,0.0018872,,,,0.3282,0.0048,0.0048,16.23855,0.00038,0.00054,0.1283,0.0016,0.0016,,,,,,,,2012,2014-05-22,,,,,,,,,,2454955.9132,0.0011,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-36,291.25,49.2319444,12.0,,,,,,,,,,,1.113,0.035,0.035,1.66,0.019,0.019,,6.923,0.372,0.372,5900.0,41.0,41.0,,,
Kepler-37 b,Confirmed,0.00874681433471,0.0116414435389988,0.0116414435389988,,,,0.0285485387609,0.0017842836725554,0.0017842836725554,13.367308,8.5e-05,5.8e-05,0.1003,0.0011,0.0008,,,,88.63,0.53,0.3,,2013,2015-11-23,,,,,,,,,,2455017.03271,0.00089,0.00034,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-37,284.59625,44.51817,10.3,,,,,66.0,,,-0.32,0.07,0.07,0.803,0.068,0.068,0.77,0.026,0.026,,6.0,,,5417.0,75.0,75.0,,,
Kepler-37 c,Confirmed,0.0314633609162,,,,,,0.0669106377208,0.0026764255088331,0.0026764255088331,21.301886,4.4e-05,4.6e-05,0.1368,0.0014,0.0011,,,,89.07,0.33,0.19,,2013,2015-11-23,,,,,,,,,,2455024.83816,0.00078,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-37,284.59625,44.51817,10.3,,,,,66.0,,,-0.32,0.07,0.07,0.803,0.068,0.068,0.77,0.026,0.026,,6.0,,,5417.0,75.0,75.0,,,
Kepler-37 d,Confirmed,0.0383853003178,,,,,,0.173075516238,0.00535285101766619,0.00535285101766619,39.792187,4.3e-05,4e-05,0.2076,0.0022,0.0016,,,,89.335,0.047,0.043,,2013,2015-11-23,,,,,,,,,,2455008.24979,0.00049,0.00043,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-37,284.59625,44.51817,10.3,,,,,66.0,,,-0.32,0.07,0.07,0.803,0.068,0.068,0.77,0.026,0.026,,6.0,,,5417.0,75.0,75.0,,,
Kepler-38 (AB) b,Confirmed,0.38,0.38,0.0,,,,0.39,0.01,0.01,105.595,0.038,0.038,0.4644,0.0082,0.0082,,,,89.446,0.026,0.026,,2012,2016-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-38 (AB),286.8292,42.2792,14.3,,,,,,,,-0.158,,,0.949,0.059,0.059,1.757,0.034,0.034,,,,,5640.0,,,,,
Kepler-39 b,Confirmed,18.0,0.91,0.93,,,,1.22,0.1,0.12,21.0874,0.0002,0.0002,0.155,0.03,0.03,0.121,0.023,0.022,88.83,0.4,0.59,,2011,2016-02-24,98.9,6.8,5.9,,,,,,,2454972.5959,0.0006,0.0006,,,,,,,,,,,,,,,,905.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-423 b,,Kepler-39,296.9583333,46.0344444,14.3,,,,,1200.0,250.0,250.0,-0.29,0.1,0.1,1.1,0.06,0.07,1.39,0.1,0.11,F7IV,5.08,1.5,1.5,6260.0,140.0,140.0,,,KOI-423
Kepler-396 b,Confirmed,0.22,0.61,0.068,,,,0.31,0.12,0.12,42.994,,,0.36709,,,,,,,,,,2013,2013-12-20,,,,,,,,,,2455015.65259,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-396,296.1333,48.8106,,,,,,,,,-0.129,,,0.81,1.3,0.58,1.04,0.41,0.41,,,,,5384.0,,,,,
Kepler-396 c,Confirmed,0.053,0.14,0.016,,,,0.47,0.19,0.19,88.505,,,0.22662,,,,,,,,,,2013,2013-12-20,,,,,,,,,,2454995.51176,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-396,296.1333,48.8106,,,,,,,,,-0.129,,,0.81,1.3,0.58,1.04,0.41,0.41,,,,,5384.0,,,,,
Kepler-4 b,Confirmed,0.0824340056004782,0.0128055878928987,0.0128055878928987,,,,0.35685673451108,0.0187349785618317,0.0187349785618317,3.21346,0.00022,0.00022,0.0456,0.0009,0.0009,0.0,,,89.76,2.05,2.05,8.3e-05,2010,2013-11-05,,,,,,,,,,2454956.6127,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-4,285.6166667,50.1358333,12.7,,,,,550.0,80.0,80.0,0.17,0.06,0.06,1.223,0.091,0.091,1.487,0.084,0.084,G0,4.5,1.5,1.5,5857.0,120.0,120.0,,,
Kepler-40 b,Confirmed,2.2,0.4,0.4,,,,1.17,0.04,0.04,6.87349,0.00064,0.00064,0.08,0.003,0.003,0.0,,,89.7,0.1,0.1,3e-05,2010,2016-02-24,,,,,,,,,,2455005.5198,0.0024,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-428 b,,Kepler-40,296.8125,47.5266667,14.76,,,,,2700.0,200.0,200.0,0.1,0.1,0.1,1.48,0.06,0.06,2.13,0.06,0.06,F5IV,2.8,0.3,0.3,6510.0,100.0,100.0,,,
Kepler-406 b,Confirmed,0.02,0.0044,0.0044,0.02,0.0044,0.0044,0.128,0.003,0.003,2.42629,,,,,,,,,,,,,2014,2015-11-23,,,,,,,,,,,,,,,,,,,0.1,0.06,0.06,,,,2.89,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-406,291.848041675,44.9682222428,12.52,12.312,11.34,11.035,10.97,,,,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,,5.84,,,5538.0,75.0,75.0,,,"KOI-321, KIC 8753657"
Kepler-406 c,Confirmed,0.00853,0.0057,0.0057,0.00853,0.0057,0.0057,0.076,0.003,0.003,4.62332,,,,,,,,,,,,,2014,2015-11-23,,,,,,,,,,,,,,,,,,,0.36,0.06,0.06,,,,1.0,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-406,291.848041675,44.9682222428,12.52,12.312,11.34,11.035,10.97,,,,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,,5.84,,,5538.0,75.0,75.0,,,"KOI-321, KIC 8753657"
Kepler-408 b,Confirmed,0.02,,,0.02,,,0.073,0.0003,0.0003,2.56502,,,,,,,,,,,,,2013,2016-01-25,,,,,,,,,,2454965.67928,,,,,,,,,0.92,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-1612.01,,Kepler-408,284.787500003,48.423055569,9.0,,,,,,,,-0.2,0.1,0.1,1.08,0.07,0.07,1.23,0.03,0.03,,6.68,,,6104.0,74.0,74.0,,,KOI-1612
Kepler-409 b,Confirmed,0.0692,,,0.0692,,,0.106,0.003,0.003,68.9584,,,,,,,,,,,,,2013,2016-01-25,,,,,,,,,,2455012.08151,,,,,,,,,0.9,0.01,0.01,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-409,293.679208348,46.852777797,9.439,9.211,8.2,7.838,7.768,66.8,2.05,2.02,0.08,0.1,0.1,0.92,0.06,0.06,0.89,0.02,0.02,,6.98,0.5,0.4,5460.0,75.0,75.0,,,"KIC 9955598, KOI-1925"
Kepler-41  b,Confirmed,0.49,0.09,0.09,,,,0.841,0.032,0.032,1.855558,7e-06,7e-06,0.029,0.001,0.001,0.0,,,88.3,0.7,0.7,4e-05,2011,2016-02-24,,,,,,,,,,2454970.1803,0.0003,0.0003,,,,,,,,,,,,,,,,1745.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-196 b,,Kepler-41,294.5125,45.9816667,14.5,,,,,730.0,70.0,70.0,-0.09,0.16,0.16,0.94,0.09,0.09,0.966,0.032,0.032,G2V,7.4,3.4,3.4,5660.0,100.0,100.0,,,
Kepler-412 b,Confirmed,0.939,0.085,0.085,,,,1.325,0.043,0.043,1.720861232,4.7e-08,4.7e-08,0.02959,0.00078,0.00078,0.0038,0.0032,0.0087,80.89,0.2,0.2,,2014,2014-05-21,125.0,150.0,49.0,,,,,,,2454966.02103,2.3e-05,2.3e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-412,286.108333342,43.680833358,13.73,,,,,1056.0,0.036,0.036,0.27,0.12,0.12,1.167,0.091,0.091,1.287,0.035,0.035,G3V,5.1,1.7,1.7,5750.0,90.0,90.0,,,
Kepler-413 (AB) b,Confirmed,0.210804518139,0.0660730579240475,0.0660730579240475,,,,0.38781405623,0.00883220417914922,0.00883220417914922,66.262,,,0.3553,,,0.1181,,,89.929,,,,2013,2016-02-23,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-413 (AB),288.5125,51.1625,,,,,,,,,,,,1.3623,,,0.7761,,,,,,,4700.0,,,,,
Kepler-418 b,Confirmed,1.1,0.0,1.1,,,,1.2,0.16,0.16,86.67865,7e-05,7e-05,,,,0.2,0.11,0.11,89.952,0.041,0.041,,2014,2014-07-04,4.35,0.41,0.41,,,,,,,2455008.5975,0.00066,0.00066,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-418,294.433333348,38.355555567,15.0,,,,,,,,-0.05,0.1,0.1,0.98,0.08,0.08,1.094,0.14,0.14,,7.0,3.0,4.0,5820.0,100.0,100.0,,,
Kepler-419 b,Confirmed,2.5,0.3,0.3,,,,0.85,0.21,0.13,69.7546,0.009,0.0007,0.37,0.006,0.007,0.833,0.013,0.013,88.95,0.17,0.14,,2012,2014-08-28,95.2,1.2,1.0,,,,,,,2455238.273,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,KOI-1474,295.4166667,51.1847222,14.0,,,,,,,,0.0,0.16,0.16,1.22,0.08,0.08,1.4,0.21,0.21,,2.8,1.3,1.3,6230.0,100.0,100.0,,,
Kepler-42 b,Confirmed,0.009,inf,nan,,,,0.07,0.02,0.02,1.2137672,4.6e-06,4.6e-06,0.0116,,,,,,,,,0.0003,2012,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,6.3,6.3,-0.48,0.17,0.17,0.13,0.05,0.05,0.17,0.05,0.05,,,,,3068.0,174.0,174.0,,,
Kepler-42 c,Confirmed,0.006,inf,nan,,,,0.065,0.018,0.018,0.45328509,9.7e-07,9.7e-07,0.006,,,,,,,,,0.000155,2012,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,6.3,6.3,-0.48,0.17,0.17,0.13,0.05,0.05,0.17,0.05,0.05,,,,,3068.0,174.0,174.0,,,
Kepler-42 d,Confirmed,0.003,inf,nan,,,,0.051,0.016,0.016,1.856169,1.4e-05,1.4e-05,0.0154,,,,,,,,,0.000398,2012,2013-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,6.3,6.3,-0.48,0.17,0.17,0.13,0.05,0.05,0.17,0.05,0.05,,,,,3068.0,174.0,174.0,,,
Kepler-420 A b,Confirmed,1.45,0.35,0.35,,,,0.94,0.12,0.12,86.647661,3.4e-05,3.4e-05,0.382,0.006,0.006,0.772,0.045,0.045,89.66,0.24,0.38,,2014,2017-01-17,141.3,17.0,17.0,,,,,,,2455006.79454,0.0004,0.0004,,,,74.0,32.0,46.0,,,,,,,,,,511.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-1257 b,,Kepler-420 A,291.225000018,44.594166687,,,,,,900.0,110.0,110.0,0.27,0.09,0.09,0.99,0.05,0.05,1.13,0.14,0.14,G5V,9.3,3.0,3.0,5520.0,80.0,80.0,,,KOI-1257
Kepler-422 b,Confirmed,0.43,0.13,0.13,0.43,0.13,0.13,1.15,0.11,0.11,7.8914483,5.1e-07,5e-07,0.082,0.01,0.011,,,,,,,,2014,2014-10-09,,,,,,,,,,2455010.25005,9.4e-05,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-422,282.62962501,46.3233611228,13.642,,,,,,,,0.23,0.09,0.09,1.15,0.06,0.06,1.24,0.12,0.12,,,,,5972.0,84.0,84.0,,,
Kepler-423 b,Confirmed,0.595,0.081,0.081,0.595,0.081,0.081,1.192,0.052,0.052,2.6843285,8.2e-08,8.2e-08,0.03585,0.00114,0.00052,0.019,0.014,0.028,,,,,2014,2015-08-17,120.26,33.88,77.01,,,,,,,2454966.35481,2.124e-05,2.124e-05,,,,,,,0.31,0.01,0.01,,,,96.7,11.8,11.8,1605.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-423,292.855666675,46.3911777917,14.499,,,,,,,,0.26,0.12,0.12,1.07,0.05,0.05,0.99,0.054,0.054,,,,,5790.0,,,,,
Kepler-424 b,Confirmed,1.03,0.13,0.13,1.03,0.13,0.13,0.89,0.06,0.08,3.3118644,3.9e-07,3.9e-07,0.044,0.004,0.005,,,,,,,,2014,2014-10-22,,,,,,,,,,2454964.7427,0.00017,0.00023,,,,,,,,,,,,,140.0,13.0,12.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-424,298.624958343,48.57745002,14.497,,,,,,,,0.44,0.14,0.14,1.01,0.054,0.054,0.94,0.056,0.056,,,,,5460.0,81.0,81.0,,,
Kepler-43 b,Confirmed,3.23,0.19,0.19,,,,1.2,0.06,0.06,3.024095,2.1e-05,2.1e-05,0.0449,0.001,0.001,0.025,inf,nan,84.35,0.4,0.4,2.3e-05,2011,2016-02-24,,,,,,,,,,2454965.4159,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-135 b,,Kepler-43,285.2416667,46.6683333,14.0,,,,,1950.0,250.0,250.0,0.33,0.11,0.11,1.32,0.09,0.09,1.42,0.07,0.07,G0V/G0IV,2.8,0.8,1.0,6041.0,143.0,143.0,,,
Kepler-432 b,Confirmed,5.41,0.301,0.192,5.41,0.3,0.19,1.45,0.039,0.039,52.501134,7e-05,0.000107,0.301,0.016,0.011,0.5121,0.0084,0.0107,88.17,0.61,0.33,,2014,2014-12-04,65.6,1.8,1.8,,,,,,,2455949.5374,0.0018,0.0018,,,,,,,,,,,,,294.5,2.1,2.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-432,293.283333336,48.285833341,13.0,,,,,874.0,30.0,30.0,-0.02,0.06,0.06,1.35,0.1,0.1,4.15,0.12,0.12,K2III,3.6,1.0,0.6,5020.0,60.0,60.0,,,
Kepler-433 b,Confirmed,2.82,0.52,0.52,,,,1.45,0.16,0.16,5.33408384,1.1e-06,1.1e-06,0.059,,,0.119,0.079,0.079,89.21,0.9,0.52,,2012,2016-12-26,,,,,,,,,,2454964.98152,0.00015,0.00015,,,,,,,0.082,0.081,0.081,,,,259.0,44.0,44.0,,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,KOI-206 b,,Kepler-433,297.5916667,40.9772222,14.5,,,,,1870.0,210.0,210.0,-0.01,0.2,0.2,2.82,0.52,0.52,1.45,0.16,0.16,,2.67,0.91,0.91,6360.0,140.0,140.0,,,KOI-206
Kepler-434 b,Confirmed,2.86,0.35,0.35,,,,1.13,0.18,0.26,12.877099,5e-05,5e-05,0.1143,0.003,0.003,0.131,0.072,0.072,86.46,0.74,0.38,,2015,2016-12-26,,,,,,,,,,2455003.02283,0.00042,0.00042,,,,,,,0.979,0.031,0.031,,,,221.0,23.0,23.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-614 b,,Kepler-434,293.58637084,42.9289111392,,,,,,1240.0,120.0,120.0,0.25,0.14,0.14,1.198,0.093,0.093,1.38,0.13,0.13,,4.0,1.7,1.7,5977.0,95.0,95.0,,,KOI-614
Kepler-435 b,Confirmed,0.84,0.15,0.15,,,,1.99,0.18,0.18,8.6001536,1.8e-06,1.8e-06,0.0948,0.0018,0.0018,0.114,0.077,0.077,85.51,0.52,0.52,,2012,2016-12-26,,,,,,,,,,2455010.64241,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,KOI-680 b,,Kepler-435,292.2875,43.1972222,14.0,,,,,2070.0,200.0,200.0,-0.18,0.11,0.11,1.538,0.088,0.088,3.21,0.3,0.3,,2.25,0.42,0.42,6161.0,94.0,94.0,,,KOI-680
Kepler-44 b,Confirmed,1.02,0.07,0.07,,,,1.24,0.07,0.07,3.24674,1.8e-05,1.8e-05,0.0455,0.0013,0.0013,0.021,inf,nan,83.78,0.55,0.55,2e-05,2011,2016-02-24,,,,,,,,,,2454966.3781,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,KOI-204 b,,Kepler-44,300.1041667,45.7622222,15.0,,,,,2250.0,300.0,300.0,0.26,0.1,0.1,1.19,0.1,0.1,1.52,0.09,0.09,G2IV,6.95,1.7,1.7,5757.0,134.0,134.0,,,
Kepler-445 b,Confirmed,0.02,0.003,0.003,,,,0.141,0.021,0.021,2.984151,1.1e-05,1.1e-05,,,,0.0,,,89.74,0.18,0.28,,2015,2015-01-09,,,,,,,,,,2454699.8806,0.0033,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-445,298.737500019,46.498611133,18.0,,,,,90.0,,,0.19,0.12,0.12,0.18,0.04,0.04,0.21,0.03,0.03,,,,,3157.0,60.0,60.0,,,
Kepler-445 c,Confirmed,0.027,0.002,0.002,,,,0.224,0.0032,0.0032,4.871229,1.1e-05,1.1e-05,,,,0.0,,,89.91,0.07,0.1,,2015,2015-01-09,,,,,,,,,,2454132.3692,0.0019,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-445,298.737500019,46.498611133,18.0,,,,,90.0,,,0.19,0.12,0.12,0.18,0.04,0.04,0.21,0.03,0.03,,,,,3157.0,60.0,60.0,,,
Kepler-445 d,Confirmed,0.011,0.002,0.002,,,,0.112,0.017,0.017,8.15275,0.0004,0.0004,,,,0.0,,,89.61,0.27,0.27,,2015,2015-01-09,,,,,,,,,,2454829.24878,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-445,298.737500019,46.498611133,18.0,,,,,90.0,,,0.19,0.12,0.12,0.18,0.04,0.04,0.21,0.03,0.03,,,,,3157.0,60.0,60.0,,,
Kepler-446 b,Confirmed,0.014,0.002,0.002,,,,0.134,0.022,0.022,1.565409,3.3e-06,3.3e-06,,,,0.0,,,87.42,0.62,0.37,,2015,2016-01-10,,,,,,,,,,2454965.0019,0.0019,0.0019,,,,,,,0.601,,,,,,7.0,1.0,1.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-446 c,Confirmed,0.009,0.003,0.003,,,,0.098,0.016,0.016,3.036179,5.5e-06,5.5e-06,,,,0.0,,,88.97,0.57,0.46,,2015,2015-01-09,,,,,,,,,,2454100.93043,0.000945,0.000945,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-446 d,Confirmed,0.01,0.003,0.003,,,,0.12,0.02,0.02,5.148921,2.2e-05,2.2e-05,,,,0.0,,,88.72,0.19,0.19,,2015,2015-01-09,,,,,,,,,,2454699.6804,0.0042,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-446,282.25,44.921111133,16.5,,,,,120.0,,,-0.3,0.12,0.12,0.22,0.05,0.05,0.24,0.04,0.04,,,,,3359.0,60.0,60.0,,,
Kepler-447 b,Confirmed,1.37,0.481,0.481,1.37,0.48,0.48,1.65,0.59,0.59,7.79430132,1.82e-06,1.82e-06,0.0769,0.0062,0.0079,,,,86.55,0.24,0.32,,2015,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-447,285.266666668,48.560000019,12.5,,,,,,,,0.07,0.05,0.05,1.0,0.21,0.21,1.03,0.16,0.16,,,,,5493.0,62.0,62.0,,,
Kepler-448 b,Confirmed,10.0,9.999,0.0,,,,1.43,0.13,0.13,17.8552333,9e-07,9e-07,0.151,0.003,0.003,0.0,0.0,0.72,88.95,0.25,0.15,,2015,2016-05-06,,,,,,,,,,,,,,,,12.6,2.9,3.0,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,KOI-12 b,,KOI-12,297.453716683,41.010997231,11.51,,,,,426.0,40.0,40.0,,,,1.452,0.093,0.093,1.63,0.15,0.15,,1.5,0.5,0.5,6820.0,120.0,120.0,,,Kepler-448
Kepler-45 b,Confirmed,0.505,0.09,0.09,,,,0.96,0.11,0.11,2.455239,5e-06,5e-06,0.027,0.003,0.003,0.11,0.1,0.1,87.0,0.7,0.7,8.1e-05,2011,2016-02-24,230.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,KOI-254 b,,Kepler-45,292.875,41.0641667,16.88,,,,,333.0,33.0,33.0,0.08,0.05,0.05,0.59,0.06,0.06,0.55,0.11,0.11,M,,,,3820.0,90.0,90.0,,,
